CALUMNO,CICLO_ACTUAL,DMODALIDADINGRESO,DBECA_ESTADO,NACIMIENTO_CDEPARTAMENTO,FLAG_SITUACIONLAB,DCAT_PAGO,PDESCUENTO_MAT,MONTO_MAT,MONTO_CUOTA,NCUMOROSO_PERIODO,MONTO_CUMOROSO3,RECORDSEGMENTO,NCURSO_RETIRADO_ACUM,NCURSO_DESAPROBADO,NCURSO_MATRICULA_ACUM,NPROMEDIO_ACUM,NFALTAS,COLEGIO_ESCALA,COLEGIO_PENSION,EE_TIPO,MONTO_DEUDA_ALCIERRE,RIESGO_INASISTENCIA,PDESCUENTO_CUOTA,PREDICHO
1248569,3,Rendimiento Superior,,3.0,SI,CATEGORIA B,0.0,295.0,1716.0,0,3231.7,MEDIA INFERIOR,0,1,15,11.0,106.0,A,390.0,Particular,1716.0,RIESGO ALTO,0.0,0.03268154898977518
1232753,6,Exonerado,,15.0,SI,CATEGORIA E,0.0,295.0,2523.0,0,,TERCIO SUPERIOR,2,0,26,14.75,288.0,A,,Particular,2523.0,RIESGO ALTO,0.0,0.15949563477667078
1228737,4,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,2,0,23,14.4,122.0,B,385.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1231959,3,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,3,1,22,9.5,260.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0
1235423,4,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1716.0,0,,MEDIA INFERIOR,4,0,20,14.0,254.0,A,,Particular,1716.0,RIESGO POTENCIAL,0.0,0.0
1236061,2,Exonerado,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,3,2,24,9.5,271.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1228244,2,Exonerado,,15.0,NO,CATEGORIA C,0.0,295.0,1836.0,0,,TERCIO SUPERIOR,1,0,17,12.5,155.0,B,840.0,Particular Religioso,3841.04,SIN RIESGO,0.0,0.03515673271995281
1228317,6,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,3,1,20,11.5,257.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1236059,0,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,2,0,15,0.0,207.0, ,,Particular Religioso,,SIN RIESGO,0.0,0.0
1230635,4,Exonerado,,,NO,CATEGORIA A,0.0,295.0,1383.0,0,3136.0,MEDIA INFERIOR,2,1,24,12.8,209.0,B,420.0,Particular,1383.0,RIESGO ALTO,0.0,0.0
1228227,5,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,2,0,22,14.5,197.0,A,,Particular,,SIN RIESGO,0.0,0.0
1204016,10,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,1,0,46,15.17,309.0, ,,Particular,5684.0,RIESGO ALTO,0.0,0.03697938051253948
1204039,9,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,7,0,51,12.41,524.0,A,,Particular,1383.0,RIESGO POTENCIAL,0.0,0.0
1228302,5,Exonerado,,15.0,NO,CATEGORIA C,0.0,295.0,1798.0,0,,MEDIA INFERIOR,3,0,18,16.0,341.0,A,,Particular Religioso,,RIESGO POTENCIAL,0.0,0.0
1228784,1,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,3,15,6.0,176.0,A,160.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1228827,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,4704.0,MEDIA INFERIOR,1,1,18,10.5,71.0,A,260.0,Particular Laico,5004.83,SIN RIESGO,0.0,0.0
1235317,7,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,2124.0,QUINTO SUPERIOR,1,2,23,13.56,216.0,A,,Particular,2603.76,RIESGO ALTO,0.0,0.07698886519455879
1235549,2,Exonerado,,15.0,NO,CATEGORIA D,0.0,295.0,2158.0,0,,,0,0,14,0.0,577.0,A,,Particular,,SIN RIESGO,0.0,0.0
1235393,4,Tercio Superior,,4.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,QUINTO SUPERIOR,0,0,20,17.0,125.0,A,100.0,Particular Laico,,SIN RIESGO,0.0,0.042091359313353956
1228552,2,Pre USIL,,15.0,NO,CATEGORIA C,0.0,295.0,1798.0,0,3966.0,MEDIA INFERIOR,1,3,18,7.75,251.0,B,600.0,Particular,1798.0,RIESGO POTENCIAL,0.0,0.0
1228727,4,Regular,,12.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,0,1,25,11.4,138.0,A,130.0,Particular,,RIESGO ALTO,0.0,0.0
1235487,6,Exonerado,,15.0,NO,CATEGORIA C,0.0,295.0,1798.0,0,,MEDIA SUPERIOR,1,0,22,12.0,280.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1286738,1,Traslado - Egresado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,2,5,11.5,45.0,A,,Particular,1383.0,RIESGO ALTO,0.0,0.0
1229058,5,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,1,30,11.67,210.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1228550,3,Pre USIL,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,4704.0,MEDIA INFERIOR,2,2,19,9.5,267.0,A,600.0,Particular Laico,1383.0,RIESGO ALTO,0.0,0.0
1231572,2,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,2,4,17,9.6,227.0,A,,Particular,5532.0,RIESGO ALTO,0.0,0.0
1241078,3,Sistema de Progresión Universitaria,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,716.0,MEDIA SUPERIOR,0,0,25,12.72,227.0,A,330.0,Particular Laico,,RIESGO ALTO,0.0,0.016518228388838336
1241721,2,Sistema de Progresión Universitaria,,16.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,1568.0,MEDIA INFERIOR,0,3,16,11.2,144.0,A,450.0,Particular Laico,1383.0,RIESGO ALTO,0.0,0.0
1287467,4,Traslado - Egresado,,0.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,QUINTO SUPERIOR,0,0,5,14.44,28.0,A,250.0,Particular,,SIN RIESGO,0.0,0.10434886176396918
1228701,1,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,4,4,19,1.0,394.0,B,350.0,Particular Religioso,1383.0,RIESGO POTENCIAL,0.0,0.0
1228860,3,Regular,,,SI,CATEGORIA B,0.0,295.0,1716.0,0,,MEDIA INFERIOR,2,0,22,11.25,284.0,A,210.0,Particular,1716.0,RIESGO POTENCIAL,0.0,0.0
1228867,0,Regular,,,SI,CATEGORIA B,0.0,295.0,1717.0,0,,,1,0,10,0.0,94.0,A,250.0,Particular,,SIN RIESGO,0.0,0.0
1229137,6,Exonerado,,15.0,SI,CATEGORIA C,0.0,295.0,1798.0,0,,MEDIA INFERIOR,3,1,25,12.25,468.0,A,150.0,Estatal,1798.0,RIESGO POTENCIAL,0.0,0.0
1228721,1,Regular,,11.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,3,2,18,10.0,131.0,A,90.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1228525,3,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,QUINTO SUPERIOR,2,0,20,13.6,175.0,A,330.0,Particular Laico,1383.0,RIESGO ALTO,0.0,0.0
1228954,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,3,1,22,12.0,162.0,A,400.0,Particular Religioso,2766.0,RIESGO ALTO,0.0,0.0
1235821,5,Exonerado,,15.0,NO,CATEGORIA B,0.0,295.0,1716.0,0,,MEDIA INFERIOR,2,1,23,11.88,163.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1228781,3,Exonerado,,22.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,0,2,20,11.2,154.0,A,140.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1228523,7,Exonerado,,,SI,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,1,0,27,12.8,251.0,A,,Particular,,RIESGO ALTO,0.0,0.02917826506044368
1229279,4,Exonerado,,,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,3,0,24,12.33,190.0,B,840.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1250873,1,Rendimiento Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,,0,0,10,0.0,105.0,A,360.0,Particular Religioso,3172.0,RIESGO POTENCIAL,0.0,0.008228851697270657
1228841,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,3,2,19,7.67,503.0,A,565.0,Particular Laico,1383.0,RIESGO POTENCIAL,0.0,0.0
1251427,1,Rendimiento Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,4215.0,,1,0,11,0.0,74.0,A,400.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1228947,1,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1548.0,0,,,0,0,17,0.0,501.0,A,190.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1228642,1,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,1,0,12,0.0,132.0,A,,Particular,,SIN RIESGO,0.0,0.0
1235377,6,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1383.0,0,,TERCIO SUPERIOR,0,0,18,15.0,268.0,A,,Particular,,RIESGO ALTO,0.0,0.07483794944238985
1228821,1,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,4704.0,MEDIA INFERIOR,3,0,22,14.0,513.0,A,25.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1228929,4,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,QUINTO SUPERIOR,0,0,21,16.1,172.0,A,0.0,Estatal,1383.0,RIESGO ALTO,0.0,0.25391810385030456
1235444,4,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,0,1,27,13.2,197.0,A,229.0,Particular,,RIESGO ALTO,0.0,0.0
1228919,0,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,0,0,14,0.0,360.0,A,,Particular,,SIN RIESGO,0.0,0.0
1228746,1,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1716.0,0,,MEDIA INFERIOR,2,2,15,8.5,158.0,B,385.0,Particular Religioso,,RIESGO ALTO,0.0,0.0
1236100,3,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,TERCIO SUPERIOR,0,0,19,12.75,20.0,A,0.0,Estatal,,SIN RIESGO,0.0,0.0
1229026,0,Pre USIL,,15.0,NO,CATEGORIA C,0.0,295.0,1798.0,0,1983.0,,2,0,10,0.0,182.0,B,650.0,Particular,,SIN RIESGO,0.0,0.0
1228726,4,Pre USIL,,15.0,SI,CATEGORIA B,0.0,295.0,1548.0,0,,MEDIA SUPERIOR,1,1,20,14.0,159.0,A,320.0,Particular Laico,1548.0,SIN RIESGO,0.0,0.0
1228898,0,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1548.0,0,,,2,0,10,0.0,169.0,A,150.0,Pre Universitario,,SIN RIESGO,0.0,0.0
1229127,6,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1548.0,0,,QUINTO SUPERIOR,3,0,20,15.0,79.0,A,,Particular,1548.0,SIN RIESGO,0.0,0.0
1235435,1,Exonerado,,15.0,NO,CATEGORIA C,0.0,295.0,2095.0,0,,,1,0,13,0.0,148.0,C,480.0,No Escolarizado,,RIESGO POTENCIAL,0.0,0.0
1228992,2,Regular,,10.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,1,16,11.8,141.0,A,195.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1228917,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,3,0,22,14.0,320.0,A,110.0,Particular,,RIESGO POTENCIAL,0.0,0.0
1205220,3,Exonerado,,10.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,2,18,8.93,277.0,A,,Particular,5532.0,RIESGO POTENCIAL,0.0,0.0
1229297,2,Convenios Internacionales,,,NO,SIN CATEGORIA,0.0,295.0,,0,,MEDIA INFERIOR,2,1,20,12.33,157.0, ,,,,RIESGO ALTO,0.0,0.012315929761929132
1228731,4,Regular,,15.0,SI,CATEGORIA C,0.0,295.0,1798.0,0,,MEDIA SUPERIOR,1,1,20,11.75,202.0,A,335.0,Particular,1798.0,RIESGO ALTO,0.0,0.0
1236055,5,Exonerado,,23.0,SI,CATEGORIA B,0.0,295.0,1548.0,0,,MEDIA INFERIOR,3,0,25,13.75,400.0,A,,Particular,1548.0,RIESGO POTENCIAL,0.0,0.0
1236113,1,Tercio Superior,,,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,2,8,9.67,60.0,A,200.0,Particular Laico,5108.0,SIN RIESGO,0.0,0.0
1228812,0,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,,2,0,11,0.0,87.0,A,,Estatal,,SIN RIESGO,0.0,0.0
1228924,3,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,0,1,20,12.4,209.0,A,0.0,Estatal,,RIESGO POTENCIAL,0.0,0.15701060945391176
1228913,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,2,1,20,11.0,196.0,A,120.0,Particular Laico,1064.0,RIESGO ALTO,0.0,0.0
1233332,5,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1383.0,0,,,1,0,17,0.0,226.0, ,,Particular,,SIN RIESGO,0.0,0.0
1235375,6,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,1,1,27,12.8,238.0,A,,Particular,,RIESGO ALTO,0.0,0.0
1235367,5,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,0,14,14.0,224.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0
1228923,1,Regular,,11.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,4,0,24,0.0,406.0,A,,Estatal,,RIESGO POTENCIAL,0.0,0.008123480268704582
1235396,2,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1586.0,0,,,1,0,10,0.0,136.0,A,,Particular,,SIN RIESGO,0.0,0.0
1227720,3,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,0,0,21,12.6,71.0,A,150.0,,1383.0,SIN RIESGO,0.0,0.0
1228767,2,Regular,,19.0,SI,CATEGORIA C,0.0,295.0,1836.0,0,,MEDIA INFERIOR,3,1,25,9.5,449.0,A,,Militar,1695.0,RIESGO ALTO,0.0,0.0
1228598,7,Exonerado,,23.0,SI,CATEGORIA C,0.0,295.0,1836.0,0,,MEDIA SUPERIOR,0,1,31,12.3,184.0, ,,Otros,1836.0,RIESGO ALTO,0.0,0.0
1228985,2,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1548.0,0,,MEDIA INFERIOR,2,1,21,9.5,377.0,C,690.0,Particular Cooperativo,1548.0,RIESGO POTENCIAL,0.0,0.0
1228865,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,1,0,9,0.0,74.0,B,660.0,Particular,,SIN RIESGO,0.0,0.0
1235822,5,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,1,0,27,12.7,394.0,A,,Particular,1383.0,RIESGO POTENCIAL,0.0,0.0
1229015,1,Pre USIL,,4.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,,2,0,15,0.0,204.0,A,175.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0
1228125,4,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA INFERIOR,1,0,12,14.5,202.0,A,340.0,Particular,874.0,RIESGO POTENCIAL,0.0,0.0
1229269,5,Exonerado,,,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,2,0,23,13.75,180.0,A,,Particular,,SIN RIESGO,0.0,0.0
1235411,3,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,QUINTO SUPERIOR,0,0,18,15.0,56.0,A,320.0,Particular Religioso,,SIN RIESGO,0.0,0.07425411179969964
1229111,8,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1717.0,0,,MEDIA SUPERIOR,1,0,26,15.0,177.0,D,1500.0,Otros,,SIN RIESGO,0.0,0.0
1228977,1,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1586.0,0,,MEDIA INFERIOR,2,1,17,8.67,292.0,A,0.0,Estatal,,RIESGO POTENCIAL,0.0,0.0
1228911,3,Regular,,15.0,NO,CATEGORIA C,0.0,295.0,1798.0,0,,MEDIA INFERIOR,0,1,21,11.0,211.0,A,,Estatal,7192.0,SIN RIESGO,0.0,0.20173087869721898
1227711,6,Exonerado,,15.0,SI,CATEGORIA D,0.0,295.0,2158.0,0,,TERCIO SUPERIOR,1,0,21,12.6,229.0,A,,Particular,2158.0,RIESGO ALTO,0.0,0.08793122027916246
1228807,2,Regular,,20.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,1568.0,MEDIA INFERIOR,2,1,19,8.5,215.0,B,600.0,Particular Laico,851.0,RIESGO ALTO,0.0,0.0
1235838,3,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,3,1,20,11.75,440.0,A,340.0,Particular,,RIESGO POTENCIAL,0.0,0.0
1227714,3,Rendimiento Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,0,1,16,12.2,113.0,A,390.0,Particular,,SIN RIESGO,0.0,0.0
1228835,1,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,1533.0,,1,0,15,0.0,272.0,A,,Estatal,,SIN RIESGO,0.0,0.0
1228230,2,Exonerado,,15.0,NO,CATEGORIA C,0.0,295.0,1836.0,0,,MEDIA INFERIOR,2,0,22,11.7,238.0,B,670.0,Particular Cooperativo,,RIESGO ALTO,0.0,0.0
1203901,2,Tercio Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,2,0,25,0.0,395.0,A,80.0,Particular Laico,,SIN RIESGO,0.0,0.0
1228759,3,Regular,,15.0,SI,CATEGORIA C,0.0,295.0,1798.0,0,,MEDIA INFERIOR,2,0,20,14.25,262.0,A,120.0,Pre Universitario,,RIESGO ALTO,0.0,0.0
1228609,2,Regular,,,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,3,1,18,10.33,316.0,A,260.0,Particular Cooperativo,,RIESGO POTENCIAL,0.0,0.000962306784128239
1228878,0,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1548.0,0,,,1,0,16,0.0,503.0,A,440.0,Pre Universitario,,RIESGO POTENCIAL,0.0,0.0
1232812,2,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,TERCIO SUPERIOR,0,0,10,13.0,88.0,A,330.0,Particular Laico,1383.0,RIESGO ALTO,0.0,0.0
1236901,2,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,2,0,20,11.25,291.0,A,86.0,Parroquial,,RIESGO POTENCIAL,0.0,0.0
1244074,1,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,1568.0,MEDIA INFERIOR,2,0,21,12.33,263.0,A,335.0,Particular,,RIESGO ALTO,0.0,0.0
1235441,6,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,TERCIO SUPERIOR,1,0,24,13.91,190.0, ,,Particular,2766.0,RIESGO ALTO,0.0,0.0
1227509,4,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,0,0,24,13.11,186.0,A,,Estatal,,SIN RIESGO,0.0,0.1317285920602693
1227730,2,Exonerado,,15.0,NO,CATEGORIA B,0.0,295.0,1679.0,0,5592.0,MEDIA INFERIOR,1,3,18,9.4,165.0,A,565.0,Particular Laico,1679.0,RIESGO ALTO,0.0,0.0
1233130,4,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,964.0,MEDIA INFERIOR,5,0,20,12.67,201.0, ,,,1383.0,RIESGO ALTO,0.0,0.0
1204446,2,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1548.0,0,,,5,0,27,0.0,368.0,A,160.0,No Escolarizado,,SIN RIESGO,0.0,0.0
1228959,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,1,24,11.75,286.0,A,325.0,Pre Universitario,,RIESGO ALTO,0.0,0.0
1228846,2,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1548.0,0,1733.0,MEDIA INFERIOR,2,0,20,11.67,308.0,B,495.0,Particular Religioso,1548.0,RIESGO POTENCIAL,0.0,0.0
1228769,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,2,21,10.0,162.0,A,450.0,Particular Laico,,RIESGO ALTO,0.0,0.0
1236243,1,Rendimiento Superior,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,,1,0,14,0.0,221.0,A,330.0,Particular Laico,,SIN RIESGO,0.0,0.0
1239155,3,Rendimiento Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,TERCIO SUPERIOR,0,0,17,13.2,87.0,A,335.0,Particular,,RIESGO ALTO,0.0,0.0016944568179796018
1228133,4,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,0,0,11,16.33,174.0, ,,Particular,1312.0,RIESGO ALTO,0.0,0.0
1237980,3,Tercio Superior,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,1,0,17,13.83,43.0,A,250.0,Particular Laico,,SIN RIESGO,0.0,0.0
1228706,2,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,,2,0,15,0.0,170.0,A,450.0,Particular Laico,,SIN RIESGO,0.0,0.0
1204594,8,Exonerado,,15.0,NO,CATEGORIA C,0.0,295.0,2095.0,0,,,1,0,25,0.0,269.0,A,,Estatal,,SIN RIESGO,0.0,0.10001222108810963
1228816,0,Regular,,15.0,NO,CATEGORIA B,0.0,295.0,1548.0,0,,,1,0,15,0.0,542.0,A,230.0,Particular,,SIN RIESGO,0.0,0.0
1228752,4,Regular,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,0,0,25,13.9,185.0,A,130.0,Particular Laico,1383.0,RIESGO ALTO,0.0,0.0
1228217,6,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,1,0,23,13.0,250.0,A,,Particular,1383.0,RIESGO POTENCIAL,0.0,0.0
1245786,2,Tercio Superior,,15.0,NO,CATEGORIA B,0.0,295.0,1716.0,0,,MEDIA SUPERIOR,1,1,17,12.0,44.0,A,396.0,Particular Laico,6864.0,SIN RIESGO,0.0,0.2764480712394212
1242479,3,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,TERCIO SUPERIOR,0,0,23,13.5,63.0,A,390.0,Parroquial,,SIN RIESGO,0.0,0.0
1232530,6,Exonerado,,15.0,NO,CATEGORIA C,0.0,295.0,1836.0,0,,MEDIA INFERIOR,1,1,27,12.0,406.0,A,,Particular,7344.0,RIESGO POTENCIAL,0.0,0.0
1228519,2,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,1,21,12.25,56.0,A,330.0,Parroquial,,SIN RIESGO,0.0,0.0
1228774,4,Exonerado,,,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA SUPERIOR,0,0,9,14.13,83.0,A,,Particular,5532.0,RIESGO ALTO,0.0,0.0
1236276,3,Exonerado,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,2,21,10.75,203.0,A,250.0,Particular,2766.0,RIESGO ALTO,0.0,0.0
1228789,3,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1421.0,0,,MEDIA SUPERIOR,2,0,22,12.5,82.0,A,330.0,Parroquial,,SIN RIESGO,0.0,0.018328963916011035
1235827,5,Exonerado,,15.0,SI,CATEGORIA B,0.0,295.0,1548.0,0,,MEDIA SUPERIOR,1,0,15,14.25,238.0,A,,Particular,,RIESGO POTENCIAL,0.0,0.0
1242598,3,Sistema de Progresión Universitaria,,15.0,NO,CATEGORIA B,0.0,295.0,1716.0,0,,MEDIA SUPERIOR,0,0,15,14.6,64.0,B,650.0,Particular Religioso,,RIESGO ALTO,0.0,0.012636842497709673
1228599,3,Exonerado,,15.0,SI,CATEGORIA C,0.0,295.0,2095.0,0,,MEDIA INFERIOR,1,1,19,9.5,320.0,A,,Particular,8380.0,RIESGO POTENCIAL,0.0,0.0
1228786,2,Regular,,,SI,CATEGORIA A,0.0,295.0,1383.0,0,965.0,MEDIA INFERIOR,3,1,20,10.0,390.0,B,400.0,Particular Laico,1383.0,RIESGO POTENCIAL,0.0,0.0
1235336,3,Rendimiento Superior,,15.0,SI,CATEGORIA B,0.0,295.0,1548.0,0,,QUINTO SUPERIOR,0,0,15,13.7,53.0,B,850.0,Particular Religioso,4764.0,SIN RIESGO,0.0,0.0
1228894,1,Regular,,15.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,2,0,14,0.0,161.0,A,200.0,Particular,,SIN RIESGO,0.0,0.0
1237889,1,Tercio Superior,,12.0,NO,CATEGORIA A,0.0,295.0,1383.0,0,,,2,0,10,0.0,166.0,A,150.0,Parroquial,,SIN RIESGO,0.0,0.0
1239107,4,Rendimiento Superior,,15.0,NO,CATEGORIA C,0.0,295.0,1798.0,0,,QUINTO SUPERIOR,0,0,15,14.8,50.0,B,610.0,Particular Religioso,,SIN RIESGO,0.0,0.0
1235552,3,Exonerado,,15.0,NO,CATEGORIA C,0.0,295.0,1798.0,0,,,1,0,17,0.0,154.0,B,780.0,Particular,,SIN RIESGO,0.0,0.0
1239069,3,Rendimiento Superior,,14.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,0,3,19,9.6,225.0,A,600.0,Particular Laico,,RIESGO POTENCIAL,0.0,0.0024647550111529296
1235523,5,Exonerado,,15.0,SI,CATEGORIA A,0.0,295.0,1383.0,0,,MEDIA INFERIOR,1,1,22,11.8,152.0,A,,Particular,1383.0,RIESGO ALTO,0.0,0.0
1228724,3,Regular,,15.0,NO,CATEGORIA D,0.0,295.0,2158.0,0,,TERCIO SUPERIOR,1,0,20,15.0,129.0,C,960.0,Particular Laico,,RIESGO ALTO,0.0,0.009445417264332989
